user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,clean_hashtags,clean_text,clean_tweets,label,classes
Matthew Babu Cisco,"West Virginia, USA","Father, Mason, and lifelong fan of Cincinnati Bengals, Reds and totally obsessed with my Celtics. La Mera Mera rules the world! Dogs are better than people.",2015-03-13 03:13:00,240.0,207.0,33198.0,False,2021-03-24 21:44:00,"While getting my first #CovidVaccine shot I turned into this guy! #IfYouKnowYouKnow 🇮🇹 🇮🇹 🇮🇹 
Side note: You can on… https://t.co/8o8mCVrFi0","['CovidVaccine', 'IfYouKnowYouKnow']",Twitter for iPhone,False,"covidvaccine, ifyouknowyouknow",while getting my first covidvaccine shot i turned into this guy ifyouknowyouknow side note you can on,while getting my first covidvaccine shot i turned into this guy ifyouknowyouknow side note you can on,opinion,1
Tommaso Fico #FBPE🏳️‍🌈🇮🇹🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺,"South East, England","Regular woke guy🏳️‍🌈🇮🇹 with a🏴󠁧󠁢󠁳󠁣󠁴󠁿heart who lives in🏴󠁧󠁢󠁥󠁮󠁧󠁿. I’m a🍕lover, lazy💪 passionate about🍽️#IamEuropean #LGBTQIARights",2009-03-12 12:15:00,3300.0,3014.0,18092.0,True,2021-02-01 18:11:00,This is an interesting graphic! Should be sent to @BorisJohnson and the @Conservatives! #CovidVaccine… https://t.co/34Fbl4orF0,['CovidVaccine'],Twitter for iPhone,False,covidvaccine,this is an interesting graphic should be sent to and the covidvaccine,this is an interesting graphic should be sent to and the covidvaccine,opinion,1
Puneet Billing,"Atlanta, GA 🍑","Support Farmers @DigitalKisanBot 🚜 #FarmersProtest ✊🏽 #istandwithfarmers 🌾 ✨Where there’s a will, there’s a way ✨",2011-05-02 08:33:00,126.0,123.0,4192.0,True,2021-04-09 14:21:00,"nvm u will feel it in few hours 😂 
#CovidVaccine https://t.co/pY65AQfCBl",['CovidVaccine'],Twitter for iPhone,False,covidvaccine,nvm u will feel it in few hours covidvaccine,nvm you will feel it in few hour covidvaccine,opinion,1
Walker Tisdale,"Washington, DC",My mission is to uplift & inform on all things suicide prevention. A lifelong learner. Graduate of @UChicagoSSA and @Hunter_College,2020-08-29 03:08:00,310.0,236.0,2034.0,False,2021-03-12 16:07:00,Call a Thing a Thing! #BIPOC continue to be negatively devastated by Disparities well into the 21st Century. From a… https://t.co/7LtbuuTmdz,['BIPOC'],Twitter for iPad,False,bipoc,call a thing a thing bipoc continue to be negatively devastated by disparities well into the 21st century from a,call a thing a thing bipoc continue to be negatively devastated by disparity well into the st century from a,fact/announcement,0
Gregory Uglow,"Southport, U.K.",Atheist. I believe in double-bind theory and suggest Gregory Bateson was a genius.,2016-04-21 00:47:00,48.0,126.0,2350.0,False,2021-02-19 14:58:00,👉 ... Get your #covidjabs #COVIDVaccine #COVIDVaccines #covidvaccinations folks! https://t.co/5eb5Zk0sMP,"['covidjabs', 'COVIDVaccine', 'COVIDVaccines', 'covidvaccinations']",Twitter for iPhone,False,"covidjabs, covidvaccine, covidvaccines, covidvaccinations",get your covidjabs covidvaccine covidvaccines covidvaccinations folks,get your covidjabs covidvaccine covidvaccines covidvaccinations folk,opinion,1
Dominique Thompson 🇪🇺,"Bristol, England","Award-winning GP, Health & Wellbeing Consultant. #TEDx speaker. Author: Student Wellbeing Series, https://t.co/y37fuGqRXl. Agent: @litagencygmc she/her",2013-05-28 21:08:00,3053.0,1100.0,30707.0,True,2021-01-22 18:58:00,Representing Higher Education in the #NHS 💙giving #CovidVaccine 😁 all hands on deck today with VC ⁦@helenelangton⁩… https://t.co/M6QWeFCPMu,"['NHS', 'CovidVaccine']",Twitter for iPhone,False,"nhs, covidvaccine",representing higher education in the nhs giving covidvaccine all hands on deck today with vc,representing higher education in the nh giving covidvaccine all hand on deck today with vc,opinion,1
SP3_Podcast,New Jersey,"Podcast that blends space, sports, and spectroscopy. Talking about the latest space/chemical research + news in the sports world. And pursuing a PhD in Chem ⚗️",2020-12-07 21:50:00,67.0,785.0,174.0,True,2020-12-31 20:06:00,"Here are my top 5 episodes released this year although I think they are all great.

1. #CovidVaccine 
2. ICP-AES an… https://t.co/T1Sp2ioaJZ",['CovidVaccine'],Twitter Web App,False,covidvaccine,here are my top 5 episodes released this year although i think they are all great1 covidvaccine 2 icpaes an,here are my top episode released this year although i think they are all great covidvaccine icp aes an,fact/announcement,0
Melusi Simelane 🏳️‍🌈🇸🇿,+268,ED @eminorities • @stateivlp alumni • 🏳️‍🌈 #EswatiniPride #QueerEswatini • Marketing • @oneyoungworld Ambassador ° Constitutional Monarchist ° #TiniKing 2020,2019-01-05 13:24:00,5224.0,3663.0,28315.0,False,2021-02-17 11:10:00,"President @CyrilRamaphosa to get his #COVIDVaccine shot, momentarily. He is in Khayelitsha together with his Health… https://t.co/n8KFG5w3zD",['COVIDVaccine'],Twitter Web App,False,covidvaccine,president to get his covidvaccine shot momentarily he is in khayelitsha together with his health,president to get his covidvaccine shot momentarily he is in khayelitsha together with his health,fact/announcement,0
Rowan Casey,Australia,I play in a band called Soundtractor and write a blog about the new world order. Support my work or find out more at: https://t.co/5ELdIB8ViU,2010-02-11 16:24:00,7535.0,7960.0,4.0,False,2021-03-25 02:01:00,MSM In Australia Saying Wuhan Lab Is Likely Source Of Covid https://t.co/vEwIKZAUS8 #Wuhan #COVID19 #COVID… https://t.co/AfOOzCZKh5,"['Wuhan', 'COVID19', 'COVID']",Twitter Web App,False,"wuhan, covid19, covid",msm in australia saying wuhan lab is likely source of covid wuhan covid19 covid,msm in australia saying wuhan lab is likely source of covid wuhan covid covid,fact/announcement,0
DeLita Rose-Daniels,"Middletown, CT","Believer. Wife. Mother. Advocate. Co-Founder of #ChangeTheNarrative, LLC Change agent!",2011-11-10 15:42:00,161.0,570.0,2258.0,False,2021-02-20 19:47:00,1st back to work 🙌🏽 #crushingcovid one #COVIDVaccine at a time 🤛🏽🦾 https://t.co/dfYwtpNEFM,"['crushingcovid', 'COVIDVaccine']",Twitter for iPhone,False,"crushingcovid, covidvaccine",1st back to work crushingcovid one covidvaccine at a time,st back to work crushingcovid one covidvaccine at a time,opinion,1
Caroline T,,"Big foodie with a passion for local independent business. Will do anything to be outside. Ironwoman Wales 2018 finisher, currently loving ultra running",2009-01-26 10:34:00,468.0,1126.0,7667.0,True,2021-02-11 15:30:00,If you want to know a bit more about how the #COVIDVaccine works and the #vaccinedeployment in Wales I recommend at… https://t.co/5lsAuUMQQB,"['COVIDVaccine', 'vaccinedeployment']",Twitter for Android,False,"covidvaccine, vaccinedeployment",if you want to know a bit more about how the covidvaccine works and the vaccinedeployment in wales i recommend at,if you want to know a bit more about how the covidvaccine work and the vaccinedeployment in wale i recommend at,fact/announcement,0
Moin Virani,Present ,"Working on something new 👟. Prev Supply Growth @Airbnb, Head of Growth @SeamlessMD, PM @SignifiSolution. Founder/builder.",2010-03-17 20:03:00,1712.0,710.0,1708.0,True,2020-11-09 18:59:00,Pfizers #CovidVaccine gets announced on the first trading day since Biden’s victory and stocks are ATH. 🙌 I guess t… https://t.co/27ihvwmdcH,['CovidVaccine'],Twitter for iPhone,False,covidvaccine,pfizers covidvaccine gets announced on the first trading day since bidens victory and stocks are ath i guess t,pfizers covidvaccine get announced on the first trading day since biden s victory and stock are ath i guess t,fact/announcement,0
Truthseeker,,🇺🇸/🇫🇷 Catholic & patriot. Catholicism is God reaching down to man,2012-12-01 02:51:00,287.0,181.0,5860.0,True,2021-02-01 14:19:00,Masks don’t work against viruses. #COVID19 #coronavirus #coronavirus #CovidVaccine https://t.co/6HuZhlGlgz,"['COVID19', 'coronavirus', 'coronavirus', 'CovidVaccine']",Twitter for iPhone,False,"covid19, coronavirus, coronavirus, covidvaccine",masks dont work against viruses covid19 coronavirus coronavirus covidvaccine,mask do not work against virus covid coronavirus coronavirus covidvaccine,opinion,1
The FLORIDA Channel,"Tallahassee, Fl",All times are Eastern. #MustSeeTFC,2010-04-15 16:33:00,12284.0,0.0,68.0,True,2021-03-04 18:30:00,Watch a press conference with @GovRonDeSantis about #CovidVaccine distribution plans for rural communities. Courtes… https://t.co/BgewOphnVN,['CovidVaccine'],Twitter Web App,False,covidvaccine,watch a press conference with about covidvaccine distribution plans for rural communities courtes,watch a press conference with about covidvaccine distribution plan for rural community courtes,fact/announcement,0
KOA NewsRadio 850 AM & 94.1 FM,"Denver, CO","Colorado's 24/7 News, Traffic and Weather Station, and exclusive home of the Denver @Broncos, Colorado @Rockies and @CUBuffs.",2009-03-31 21:11:00,26838.0,1621.0,9282.0,True,2021-01-15 11:35:00,"Today on CMN:

-Help for Denver restaurants
-Power outage spoils #CovidVaccine at local Kaiser
-@GovofCO sends CO N… https://t.co/HamF4zMOOb",['CovidVaccine'],Twitter Web App,False,covidvaccine,today on cmnhelp for denver restaurantspower outage spoils covidvaccine at local kaiser sends co n,today on cmn help for denver restaurant power outage spoil covidvaccine at local kaiser sends co n,fact/announcement,0
Mrs. Tiff Jeff,"Richmond, VA","First Lady, New Wife, Social Worker, Preacher, Poet, Lifestyle & Inspirational Blogger, AKA 💕💚 NYC Native, RVA Resident",2019-06-26 22:30:00,175.0,1473.0,6322.0,False,2021-03-12 02:14:00,"March 11th, 2021: Today marks 1 year since the @WHO declared #COVID19 a global pandemic. 

I am blessed to say that… https://t.co/w9k1BLSSGI",['COVID19'],Twitter for iPhone,False,covid19,march 11th 2021 today marks 1 year since the declared covid19 a global pandemic i am blessed to say that,march th today mark year since the declared covid a global pandemic i am blessed to say that,fact/announcement,0
Catherine Maddux,"Washington, DC","I write about getting #COVID vaccine jabs into arms for @AARP. Longtime journo, descendant of Maddux Airlines & David Bowie & Lou Reed fan forever.",2008-10-23 01:51:00,768.0,1435.0,1536.0,True,2021-02-11 14:48:00,How to find a #COVIDVaccine appointment? Go to our @AARP state guides as recommended by the @washingtonpost… https://t.co/QVO3ipC7lk,['COVIDVaccine'],Twitter Web App,False,covidvaccine,how to find a covidvaccine appointment go to our state guides as recommended by the,how to find a covidvaccine appointment go to our state guide a recommended by the,fact/announcement,0
Live Law,India,World's No.1 Legal News Website In Terms Of Traffic And Content. Support Us Here: https://t.co/3xd9db94FU. Visit Our Channel: https://t.co/Hr9Cvnfx8N,2013-03-09 19:22:00,349628.0,1098.0,4112.0,True,2021-02-01 05:53:00,"#Budget2021 - Health &amp; Well Being

-Urban #SwachhBharat 2.0 : Outlay 141678 crores over 5 years
-#AirPollution : 22… https://t.co/D4cfmVh7Ef","['Budget2021', 'SwachhBharat', 'AirPollution']",Twitter Web App,False,"budget2021, swachhbharat, airpollution",budget2021 health amp well beingurban swachhbharat 20 outlay 141678 crores over 5 yearsairpollution 22,budget health well being urban swachhbharat outlay crore over year airpollution,fact/announcement,0
Legacy Tapes,United Kingdom,"HIP HOP SUPERGROUP
LEGACY TAPES VOLUME 1 - 10 
COMING 2021

@NicoJPappa
@DanielElCampe0n
@ReggiiMental
@motionframework",2021-01-23 11:40:00,49.0,758.0,101.0,True,2021-01-29 23:47:00,And for the #CovidVaccine ??,['CovidVaccine'],Twitter for Android,False,covidvaccine,and for the covidvaccine,and for the covidvaccine,opinion,1
WePalaver,,"WePalaver is a platform where people across the boundaries of countries, states, cities, cultures, traditions come and share their blogs. ",2019-10-01 20:42:00,1812.0,4987.0,473.0,False,2021-03-25 19:15:00,"Gabby: The Fastest Dog
*watch video

#bidenpressconference #TheFive #dogsoftwitter #dogs #cats #catsofinstagram… https://t.co/dDvs81gVXE","['bidenpressconference', 'TheFive', 'dogsoftwitter', 'dogs', 'cats', 'catsofinstagram']",Twitter for Android,False,"bidenpressconference, thefive, dogsoftwitter, dogs, cats, catsofinstagram",gabby the fastest dogwatch videobidenpressconference thefive dogsoftwitter dogs cats catsofinstagram,gabby the fastest dog watch video bidenpressconference thefive dogsoftwitter dog cat catsofinstagram,fact/announcement,0
🦢🦋SomaPsycheYogi🦋🦢,"Colorado, USA","Seeker. Playing, laughing and thriving at the intersection of Body, Mind & Spirituality. Inspired, I inspire. #Meditation #Yoga #SocialJustice",2019-08-05 14:04:00,523.0,2619.0,217985.0,True,2021-02-10 20:15:00,First dose done ✅ #Pfizer #PfizerVaccine #COVIDVaccine https://t.co/gcl6zQbeXw,"['Pfizer', 'PfizerVaccine', 'COVIDVaccine']",Twitter for iPhone,False,"pfizer, pfizervaccine, covidvaccine",first dose done pfizer pfizervaccine covidvaccine,first dose done pfizer pfizervaccine covidvaccine,opinion,1
Andrew Duncan,London. United Kingdom,Journalist Extraordinaire. Retweets/follow are not an endorsement.,2012-11-17 13:45:00,2130.0,1334.0,55051.0,True,2021-01-26 20:44:00,"Pascal Soriot: ""There are a lot of emotions on vaccines in EU. But it's complicated"". #AstraZeneca #CovidVaccine… https://t.co/bnmzbFeq2p","['AstraZeneca', 'CovidVaccine']",Twitter for iPhone,False,"astrazeneca, covidvaccine",pascal soriot there are a lot of emotions on vaccines in eu but its complicated astrazeneca covidvaccine,pascal soriot there are a lot of emotion on vaccine in eu but it is complicated astrazeneca covidvaccine,fact/announcement,0
PUMP IT,UK,Digital hand sanitiser units situated in NHS Centres across the UK.  Opportunity for your business to reach your target audience.,2020-07-14 09:33:00,40.0,330.0,139.0,True,2021-02-10 12:30:00,@LancashireCC @eltonofficial @themichaelcaine Love it #rocketman! #covidvaccine,"['rocketman', 'covidvaccine']",Twitter Web App,False,"rocketman, covidvaccine",love it rocketman covidvaccine,love it rocketman covidvaccine,opinion,1
Will 💙 Veterans Unite,I wanna be where you are.🎶,Retired AF✈️ Intel #Veteran. @UCONN EMBA '21. News junkie. #Detroit Pride 🤟🏾#Vote 💙🇺🇲 Tweets are mine. I talk back! Get the 'Boom'💥,2009-05-01 03:59:00,7202.0,7769.0,23116.0,True,2020-11-20 23:56:00,"@TheBeatWithAri  @KatyTurNBC  @johnrzeznikGGD
on #TheBeat #FallbackFriday 
Rudy's hair dye dripping. Rudy needs to… https://t.co/D1bhxeexGX","['TheBeat', 'FallbackFriday']",Twitter for Android,False,"thebeat, fallbackfriday",on thebeat fallbackfriday rudys hair dye dripping rudy needs to,on thebeat fallbackfriday rudy s hair dye dripping rudy need to,fact/announcement,0
Michael Gorsegner,,"York County Bureau Reporter for WHP-TV, CBS21 in Harrisburg, PA. Husband, father of 3, soccer and golf lover. Tweets range from sports to booze.",2010-01-27 16:19:00,2631.0,1212.0,1456.0,False,2021-03-23 17:30:00,"A new #covidvaccine clinic is open in the ⁦@CityofYorkPA⁩, run by ⁦@famfirsthealth⁩ and City Bureau of Health, to g… https://t.co/oypLx9CKpi",['covidvaccine'],Twitter for iPhone,False,covidvaccine,a new covidvaccine clinic is open in the run by and city bureau of health to g,a new covidvaccine clinic is open in the run by and city bureau of health to g,fact/announcement,0
